age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager
46,no,non-travel,849,sales,26,2,life sciences,2,male,98,2,2,sales executive,2,single,7991,25166,8,no,15,3,3,0,6,3,3,2,2,2,2
40,no,travel_rarely,616,research & development,2,2,life sciences,3,female,99,3,1,laboratory technician,1,married,3377,25605,4,no,17,3,4,1,7,5,2,4,3,0,2
42,no,travel_rarely,1128,research & development,13,3,medical,2,male,95,4,2,healthcare representative,1,married,5538,5696,5,no,18,3,3,2,10,2,2,0,0,0,0
35,no,non-travel,1180,research & development,2,2,medical,2,male,90,3,2,manufacturing director,4,divorced,5762,24442,2,no,14,3,3,1,15,6,3,7,7,1,7
38,no,non-travel,1336,human resources,2,3,human resources,1,male,100,3,1,human resources,2,divorced,2592,7129,5,no,13,3,4,3,13,3,3,11,10,3,8
34,yes,travel_frequently,234,research & development,9,4,life sciences,4,male,93,3,2,laboratory technician,1,married,5346,6208,4,no,17,3,3,1,11,3,2,7,1,0,7
37,yes,travel_rarely,370,research & development,10,4,medical,4,male,58,3,2,manufacturing director,1,single,4213,4992,1,no,15,3,2,0,10,4,1,10,3,0,8
39,no,travel_frequently,766,sales,20,3,life sciences,3,male,83,3,2,sales executive,4,divorced,4127,19188,2,no,18,3,4,1,7,6,3,2,1,2,2
43,no,non-travel,343,research & development,9,3,life sciences,1,male,52,3,1,research scientist,3,single,2438,24978,4,no,13,3,3,0,7,2,2,3,2,1,2
41,no,travel_rarely,447,research & development,5,3,life sciences,2,male,85,4,2,healthcare representative,2,single,6870,15530,3,no,12,3,1,0,11,3,1,3,2,1,2
41,no,travel_rarely,796,sales,4,1,marketing,3,female,81,3,3,sales executive,3,divorced,10447,26458,0,yes,13,3,4,1,23,3,4,22,14,13,5
30,no,travel_rarely,1092,research & development,10,3,medical,1,female,64,3,3,manufacturing director,3,single,9667,2739,9,no,14,3,2,0,9,3,3,7,7,0,2
26,yes,travel_rarely,920,human resources,20,2,medical,4,female,69,3,1,human resources,2,married,2148,6889,0,yes,11,3,3,0,6,3,3,5,1,1,4
46,yes,travel_rarely,261,research & development,21,2,medical,4,female,66,3,2,healthcare representative,2,married,8926,10842,4,no,22,4,4,1,13,2,4,9,7,3,7
40,no,travel_rarely,1194,research & development,1,3,life sciences,3,female,52,3,2,healthcare representative,4,divorced,6513,9060,4,no,17,3,4,1,12,3,3,5,3,0,3
34,no,travel_rarely,810,sales,8,2,technical degree,2,male,92,4,2,sales executive,3,married,6799,22128,1,no,21,4,3,2,10,5,3,10,8,4,8
58,no,non-travel,350,sales,2,3,medical,2,male,52,3,4,manager,2,divorced,16291,22577,4,no,22,4,4,1,37,0,2,16,9,14,14
35,no,travel_rarely,185,research & development,23,4,medical,2,male,91,1,1,laboratory technician,3,married,2705,9696,0,no,16,3,2,1,6,2,4,5,4,0,3
47,no,travel_rarely,1001,research & development,4,3,life sciences,3,female,92,2,3,manufacturing director,2,divorced,10333,19271,8,yes,12,3,3,1,28,4,3,22,11,14,10
40,no,travel_rarely,750,research & development,12,3,life sciences,2,female,47,3,2,healthcare representative,1,divorced,4448,10748,2,no,12,3,2,1,15,3,3,7,4,7,7
54,no,travel_rarely,431,research & development,7,4,medical,4,female,68,3,2,research scientist,4,married,6854,15696,4,no,15,3,2,1,14,2,2,7,1,1,7
31,no,travel_frequently,1125,sales,7,4,marketing,1,female,68,3,3,sales executive,1,married,9637,8277,2,no,14,3,4,2,9,3,3,3,2,2,2
28,no,travel_rarely,1217,research & development,1,3,medical,3,female,67,3,1,research scientist,1,married,3591,12719,1,no,25,4,3,1,3,3,3,3,2,1,2
38,no,travel_rarely,723,sales,2,4,marketing,2,female,77,1,2,sales representative,4,married,5405,4244,2,yes,20,4,1,2,20,4,2,4,2,0,3
26,no,travel_rarely,572,sales,10,3,medical,3,male,46,3,2,sales executive,4,single,4684,9125,1,no,13,3,1,0,5,4,3,5,3,1,2
58,no,travel_frequently,1216,research & development,15,4,life sciences,1,male,87,3,4,research director,3,married,15787,21624,2,yes,14,3,2,0,23,3,3,2,2,2,2
18,no,non-travel,1431,research & development,14,3,medical,2,female,33,3,1,research scientist,3,single,1514,8018,1,no,16,3,3,0,0,4,1,0,0,0,0
31,yes,travel_rarely,359,human resources,18,5,human resources,4,male,89,4,1,human resources,1,married,2956,21495,0,no,17,3,3,0,2,4,3,1,0,0,0
29,yes,travel_rarely,350,human resources,13,3,human resources,1,male,56,2,1,human resources,1,divorced,2335,3157,4,yes,15,3,4,3,4,3,3,2,2,2,0
45,no,non-travel,589,sales,2,4,life sciences,3,female,67,3,2,sales executive,3,married,5154,19665,4,no,22,4,2,2,10,3,4,8,7,5,7
36,no,travel_rarely,430,research & development,2,4,other,4,female,73,3,2,research scientist,2,married,6962,19573,4,yes,22,4,4,1,15,2,3,1,0,0,0
43,no,travel_frequently,1422,sales,2,4,life sciences,1,male,92,3,2,sales executive,4,married,5675,19246,1,no,20,4,3,1,7,5,3,7,7,7,7
27,no,travel_frequently,1297,research & development,5,2,life sciences,4,female,53,3,1,laboratory technician,4,single,2379,19826,0,yes,14,3,3,0,6,3,2,5,4,0,2
29,no,travel_frequently,574,research & development,20,1,medical,4,male,40,3,1,laboratory technician,4,married,3812,7003,1,no,13,3,2,0,11,3,4,11,8,3,10
32,no,travel_frequently,1318,sales,10,4,marketing,4,male,79,3,2,sales executive,4,single,4648,26075,8,no,13,3,3,0,4,2,4,0,0,0,0
42,no,non-travel,355,research & development,10,4,technical degree,3,male,38,3,1,research scientist,3,married,2936,6161,3,no,22,4,2,2,10,1,2,6,3,3,3
47,no,travel_rarely,207,research & development,9,4,life sciences,2,female,64,3,1,laboratory technician,3,single,2105,5411,4,no,12,3,3,0,7,2,3,2,2,2,0
46,no,travel_rarely,706,research & development,2,2,life sciences,4,male,82,3,3,manufacturing director,4,divorced,8578,19989,3,no,14,3,3,1,12,4,2,9,8,4,7
28,no,non-travel,280,human resources,1,2,life sciences,3,male,43,3,1,human resources,4,divorced,2706,10494,1,no,15,3,2,1,3,2,3,3,2,2,2
29,no,travel_rarely,726,research & development,29,1,life sciences,4,male,93,1,2,healthcare representative,3,divorced,6384,21143,8,no,17,3,4,2,11,3,3,7,0,1,6
42,no,travel_rarely,1142,research & development,8,3,life sciences,4,male,81,3,1,laboratory technician,3,single,3968,13624,4,no,13,3,4,0,8,3,3,0,0,0,0
32,yes,travel_rarely,414,sales,2,4,marketing,3,male,82,2,2,sales executive,2,single,9907,26186,7,yes,12,3,3,0,7,3,2,2,2,2,2
46,no,travel_rarely,1319,sales,3,3,technical degree,1,female,45,4,4,sales executive,1,divorced,13225,7739,2,no,12,3,4,1,25,5,3,19,17,2,8
27,no,travel_rarely,728,sales,23,1,medical,2,female,36,2,2,sales representative,3,married,3540,7018,1,no,21,4,4,1,9,5,3,9,8,5,8
29,no,travel_rarely,352,human resources,6,1,medical,4,male,87,2,1,human resources,2,married,2804,15434,1,no,11,3,4,0,1,3,3,1,0,0,0
43,no,travel_rarely,823,research & development,6,3,medical,1,female,81,2,5,manager,3,married,19392,22539,7,no,13,3,4,0,21,2,3,16,12,6,14
48,no,travel_rarely,1224,research & development,10,3,life sciences,4,male,91,2,5,research director,2,married,19665,13583,4,no,12,3,4,0,29,3,3,22,10,12,9
29,yes,travel_frequently,459,research & development,24,2,life sciences,4,male,73,2,1,research scientist,4,single,2439,14753,1,yes,24,4,2,0,1,3,2,1,0,1,0
46,yes,travel_rarely,1254,sales,10,3,life sciences,3,female,64,3,3,sales executive,2,married,7314,14011,5,no,21,4,3,3,14,2,3,8,7,0,7
27,no,travel_frequently,1131,research & development,15,3,life sciences,4,female,77,2,1,research scientist,1,married,4774,23844,0,no,19,3,4,1,8,2,2,7,6,7,3
39,no,travel_rarely,835,research & development,19,4,other,4,male,41,3,2,research scientist,4,divorced,3902,5141,8,no,14,3,2,3,7,2,3,2,2,2,2
55,no,travel_rarely,836,research & development,2,4,technical degree,2,male,98,2,1,research scientist,4,married,2662,7975,8,no,20,4,2,1,19,2,4,5,2,0,4
28,no,travel_rarely,1172,sales,3,3,medical,2,female,78,3,1,sales representative,2,married,2856,3692,1,no,19,3,4,1,1,3,3,1,0,0,0
30,yes,travel_rarely,945,sales,9,3,medical,2,male,89,3,1,sales representative,4,single,1081,16019,1,no,13,3,3,0,1,3,2,1,0,0,0
22,yes,travel_rarely,391,research & development,7,1,life sciences,4,male,75,3,1,research scientist,2,single,2472,26092,1,yes,23,4,1,0,1,2,3,1,0,0,0
36,no,travel_rarely,1266,sales,10,4,technical degree,2,female,63,2,2,sales executive,3,married,5673,6060,1,yes,13,3,1,1,10,4,3,10,9,1,7
31,no,travel_rarely,311,research & development,20,3,life sciences,2,male,89,3,2,laboratory technician,3,divorced,4197,18624,1,no,11,3,1,1,10,2,3,10,8,0,2
34,no,travel_rarely,1480,sales,4,3,life sciences,3,male,64,3,3,sales executive,4,married,9713,24444,2,yes,13,3,4,3,9,3,3,5,3,1,0
29,no,travel_rarely,592,research & development,7,3,life sciences,4,male,59,3,1,laboratory technician,1,single,2062,19384,3,no,14,3,2,0,11,2,3,3,2,1,2
37,no,travel_rarely,783,research & development,7,4,medical,4,male,78,3,2,research scientist,1,married,4284,13588,5,yes,22,4,3,1,16,2,3,5,3,0,4
35,no,travel_rarely,219,research & development,16,2,other,4,female,44,2,2,manufacturing director,2,married,4788,25388,0,yes,11,3,4,0,4,2,3,3,2,0,2
45,no,travel_rarely,556,research & development,25,2,life sciences,2,female,93,2,2,manufacturing director,4,married,5906,23888,0,no,13,3,4,2,10,2,2,9,8,3,8
36,no,travel_frequently,1213,human resources,2,1,human resources,2,male,94,2,2,human resources,4,single,3886,4223,1,no,21,4,4,0,10,2,2,10,1,0,8
40,no,travel_rarely,1137,research & development,1,4,life sciences,1,male,98,3,4,manager,1,divorced,16823,18991,2,no,11,3,1,1,22,3,3,19,7,11,16
26,no,travel_rarely,482,research & development,1,2,life sciences,2,female,90,2,1,research scientist,3,married,2933,14908,1,yes,13,3,3,1,1,3,2,1,0,1,0
27,no,travel_rarely,511,sales,2,2,medical,1,female,89,4,2,sales executive,3,single,6500,26997,0,no,14,3,2,0,9,5,2,8,7,0,7
48,no,travel_frequently,117,research & development,22,3,medical,4,female,58,3,4,manager,4,divorced,17174,2437,3,no,11,3,2,1,24,3,3,22,17,4,7
44,no,travel_rarely,170,research & development,1,4,life sciences,2,male,78,4,2,healthcare representative,1,married,5033,9364,2,no,15,3,4,1,10,5,3,2,0,2,2
34,yes,non-travel,967,research & development,16,4,technical degree,4,male,85,1,1,research scientist,1,married,2307,14460,1,yes,23,4,2,1,5,2,3,5,2,3,0
56,yes,travel_rarely,1162,research & development,24,2,life sciences,1,male,97,3,1,laboratory technician,4,single,2587,10261,1,no,16,3,4,0,5,3,3,4,2,1,0
36,no,travel_rarely,335,sales,17,2,marketing,3,male,33,2,2,sales executive,2,married,5507,16822,2,no,16,3,3,2,12,1,1,4,2,1,3
41,no,travel_rarely,337,sales,8,3,marketing,3,female,54,3,2,sales executive,2,married,4393,26841,5,no,21,4,3,1,14,3,3,5,4,1,4
42,no,travel_rarely,1396,research & development,6,3,medical,3,male,83,3,3,research director,1,married,13348,14842,9,no,13,3,2,1,18,3,4,13,7,5,7
31,no,travel_rarely,1079,sales,10,2,medical,3,female,86,3,2,sales executive,4,divorced,6583,20115,2,yes,11,3,4,1,8,2,3,5,2,1,4
34,no,travel_rarely,735,sales,3,1,medical,4,female,75,2,2,sales executive,4,married,8103,16495,3,yes,12,3,3,0,9,3,2,4,2,0,1
31,no,travel_rarely,471,research & development,4,3,medical,1,female,62,4,1,laboratory technician,3,divorced,3978,16031,8,no,12,3,2,1,4,0,2,2,2,2,2
26,no,travel_frequently,1096,research & development,6,3,other,3,male,61,4,1,laboratory technician,4,married,2544,7102,0,no,18,3,1,1,8,3,3,7,7,7,7
45,no,travel_frequently,1297,research & development,1,4,medical,2,male,44,3,2,healthcare representative,3,single,5399,14511,4,no,12,3,3,0,12,3,3,4,2,0,3
33,no,travel_rarely,217,sales,10,4,marketing,2,male,43,3,2,sales executive,3,single,5487,10410,1,no,14,3,2,0,10,2,2,10,4,0,9
28,no,travel_frequently,783,sales,1,2,life sciences,3,male,42,2,2,sales executive,4,married,6834,19255,1,yes,12,3,3,1,7,2,3,7,7,0,7
29,yes,travel_frequently,746,sales,24,3,technical degree,3,male,45,4,1,sales representative,1,single,1091,10642,1,no,17,3,4,0,1,3,3,1,0,0,0
39,no,non-travel,1251,sales,21,4,life sciences,1,female,32,1,2,sales executive,3,married,5736,3987,6,no,19,3,3,1,10,1,3,3,2,1,2
27,no,travel_rarely,1354,research & development,2,4,technical degree,2,male,41,3,1,research scientist,2,married,2226,6073,1,no,11,3,3,1,6,3,2,5,3,1,2
34,no,travel_frequently,735,research & development,22,4,other,3,male,86,2,2,research scientist,4,married,5747,26496,1,yes,15,3,2,0,16,3,3,15,10,6,11
28,yes,travel_rarely,1475,sales,13,2,marketing,4,female,84,3,2,sales executive,3,single,9854,23352,3,yes,11,3,4,0,6,0,3,2,0,2,2
47,no,non-travel,1169,research & development,14,4,technical degree,3,male,64,3,2,research scientist,2,married,5467,2125,8,no,18,3,3,1,16,4,4,8,7,1,7
56,no,travel_rarely,1443,sales,11,5,marketing,4,female,89,2,2,sales executive,1,married,5380,20328,4,no,16,3,3,1,6,3,3,0,0,0,0
39,no,travel_rarely,867,research & development,9,2,medical,1,male,87,3,2,manufacturing director,1,married,5151,12315,1,no,25,4,4,1,10,3,3,10,0,7,9
38,no,travel_frequently,1394,research & development,8,3,medical,4,female,58,2,2,research scientist,2,divorced,2133,18115,1,yes,16,3,3,1,20,3,3,20,11,0,7
58,no,travel_rarely,605,sales,21,3,life sciences,4,female,72,3,4,manager,4,married,17875,11761,4,yes,13,3,3,1,29,2,2,1,0,0,0
32,yes,travel_frequently,238,research & development,5,2,life sciences,1,female,47,4,1,research scientist,3,single,2432,15318,3,yes,14,3,1,0,8,2,3,4,1,0,3
38,no,travel_rarely,1206,research & development,9,2,life sciences,2,male,71,3,1,research scientist,4,divorced,4771,14293,2,no,19,3,4,2,10,0,4,5,2,0,3
49,no,travel_frequently,1064,research & development,2,1,life sciences,2,male,42,3,5,research director,4,married,19161,13738,3,no,15,3,4,0,28,3,3,5,4,4,3
42,no,travel_rarely,419,sales,12,4,marketing,2,male,77,3,2,sales executive,4,divorced,5087,2900,3,yes,12,3,3,2,14,4,3,0,0,0,0
27,yes,travel_frequently,1337,human resources,22,3,human resources,1,female,58,2,1,human resources,2,married,2863,19555,1,no,12,3,1,0,1,2,3,1,0,0,0
35,no,travel_rarely,682,sales,18,4,medical,2,male,71,3,2,sales executive,1,married,5561,15975,0,no,16,3,4,1,6,2,1,5,3,0,4
28,no,non-travel,1103,research & development,16,3,medical,3,male,49,3,1,research scientist,3,single,2144,2122,1,no,14,3,3,0,5,3,2,5,3,1,4
31,no,non-travel,976,research & development,3,2,medical,3,male,48,3,1,research scientist,1,divorced,3065,3995,1,yes,13,3,4,1,4,3,4,4,2,2,3
36,no,non-travel,1351,research & development,9,4,life sciences,1,male,66,4,1,laboratory technician,2,married,2810,9238,1,no,22,4,2,0,5,3,3,5,4,0,2
34,no,travel_rarely,937,sales,1,3,marketing,1,male,32,3,3,sales executive,4,single,9888,6770,1,no,21,4,1,0,14,3,2,14,8,2,1
34,no,travel_rarely,1239,sales,13,4,medical,4,male,39,3,3,sales executive,3,divorced,8628,22914,1,no,18,3,3,1,9,2,2,8,7,1,1
26,no,travel_rarely,157,research & development,1,3,medical,3,male,95,3,1,laboratory technician,1,single,2867,20006,0,no,13,3,4,0,8,6,2,7,7,7,6
29,no,travel_rarely,136,research & development,1,3,life sciences,1,male,89,3,2,healthcare representative,1,married,5373,6225,0,no,12,3,1,1,6,5,2,5,3,0,2
32,no,non-travel,1146,research & development,15,4,medical,3,female,34,3,2,healthcare representative,4,divorced,6667,16542,5,no,18,3,2,1,9,6,3,5,1,1,2
31,no,travel_frequently,1125,research & development,1,3,life sciences,4,male,48,1,2,research scientist,1,married,5003,5771,1,no,21,4,2,0,10,6,3,10,8,8,7
28,yes,travel_rarely,1404,research & development,17,3,technical degree,3,male,32,2,1,laboratory technician,4,divorced,2367,18779,5,no,12,3,1,1,6,2,2,4,1,0,3
38,no,travel_rarely,1404,sales,1,3,life sciences,1,male,59,2,1,sales representative,1,single,2858,11473,4,no,14,3,1,0,20,3,2,1,0,0,0
35,no,travel_rarely,1224,sales,7,4,life sciences,3,female,55,3,2,sales executive,4,married,5204,13586,1,yes,11,3,4,0,10,2,3,10,8,0,9
27,no,travel_rarely,954,sales,9,3,marketing,4,male,44,3,2,sales executive,4,single,4105,5099,1,no,14,3,1,0,7,5,3,7,7,0,7
32,no,travel_rarely,1373,research & development,5,4,life sciences,4,male,56,2,2,manufacturing director,4,single,9679,10138,8,no,24,4,2,0,8,1,3,1,0,0,0
31,yes,travel_frequently,754,sales,26,4,marketing,1,male,63,3,2,sales executive,4,married,5617,21075,1,yes,11,3,3,0,10,4,3,10,7,0,8
53,yes,travel_rarely,1168,sales,24,4,life sciences,1,male,66,3,3,sales executive,1,single,10448,5843,6,yes,13,3,2,0,15,2,2,2,2,2,2
54,no,travel_rarely,155,research & development,9,2,life sciences,1,female,67,3,2,research scientist,3,married,2897,22474,3,no,11,3,3,2,9,6,2,4,3,2,3
33,no,travel_frequently,1303,research & development,7,2,life sciences,4,male,36,3,2,healthcare representative,3,divorced,5968,18079,1,no,20,4,3,3,9,2,3,9,7,2,8
43,no,travel_rarely,574,research & development,11,3,life sciences,1,male,30,3,3,healthcare representative,3,married,7510,16873,1,no,17,3,2,1,10,1,3,10,9,0,9
38,no,travel_frequently,1444,human resources,1,4,other,4,male,88,3,1,human resources,2,married,2991,5224,0,yes,11,3,2,1,7,2,3,6,2,1,2
55,no,travel_rarely,189,human resources,26,4,human resources,3,male,71,4,5,manager,2,married,19636,25811,4,yes,18,3,1,1,35,0,3,10,9,1,4
31,no,travel_rarely,1276,research & development,2,1,medical,4,female,59,1,1,laboratory technician,4,divorced,1129,17536,1,yes,11,3,3,3,1,4,3,1,0,0,0
39,no,travel_rarely,119,sales,15,4,marketing,2,male,77,3,4,sales executive,1,single,13341,25098,0,no,12,3,1,0,21,3,3,20,8,11,10
42,no,non-travel,335,research & development,23,2,life sciences,4,male,37,2,2,research scientist,3,single,4332,14811,1,no,12,3,4,0,20,2,3,20,9,3,7
31,no,non-travel,697,research & development,10,3,medical,3,female,40,3,3,research director,3,married,11031,26862,4,no,20,4,3,1,13,2,4,11,7,4,8
54,no,travel_rarely,157,research & development,10,3,medical,3,female,77,3,2,manufacturing director,1,single,4440,25198,6,yes,19,3,4,0,9,3,3,5,2,1,4
24,no,travel_rarely,771,research & development,1,2,life sciences,2,male,45,2,2,healthcare representative,3,single,4617,14120,1,no,12,3,2,0,4,2,2,4,3,1,2
23,no,travel_rarely,571,research & development,12,2,other,4,male,78,3,1,laboratory technician,4,single,2647,13672,1,no,13,3,3,0,5,6,4,5,2,1,4
40,no,travel_frequently,692,research & development,11,3,technical degree,4,female,73,3,2,laboratory technician,3,married,6323,26849,1,no,11,3,1,1,10,2,4,10,9,9,4
40,no,travel_rarely,444,sales,2,2,marketing,2,female,92,3,2,sales executive,2,married,5677,4258,3,no,14,3,3,1,15,4,3,11,8,5,10
25,no,travel_rarely,309,human resources,2,3,human resources,3,female,82,3,1,human resources,2,married,2187,19655,4,no,14,3,3,0,6,3,3,2,0,1,2
30,no,travel_rarely,911,research & development,1,2,medical,4,male,76,3,1,laboratory technician,2,married,3748,4077,1,no,13,3,3,0,12,6,2,12,8,1,7
25,no,travel_rarely,977,research & development,2,1,other,4,male,57,3,1,laboratory technician,3,divorced,3977,7298,6,yes,19,3,3,1,7,2,2,2,2,0,2
47,no,travel_rarely,1180,research & development,25,3,medical,1,male,84,3,3,healthcare representative,3,single,8633,13084,2,no,23,4,2,0,25,3,3,17,14,12,11
33,no,non-travel,1313,research & development,1,2,medical,2,male,59,2,1,laboratory technician,3,divorced,2008,20439,1,no,12,3,3,3,1,2,2,1,1,0,0
38,no,travel_rarely,1321,sales,1,4,life sciences,4,male,86,3,2,sales executive,2,married,4440,7636,0,no,15,3,1,2,16,3,3,15,13,5,8
31,no,travel_rarely,1154,sales,2,2,life sciences,1,male,54,3,1,sales representative,3,married,3067,6393,0,no,19,3,3,1,3,1,3,2,2,1,2
38,no,travel_frequently,508,research & development,6,4,life sciences,1,male,72,2,2,manufacturing director,3,married,5321,14284,2,no,11,3,4,1,10,1,3,8,3,7,7
42,no,travel_rarely,557,research & development,18,4,life sciences,4,male,35,3,2,research scientist,1,divorced,5410,11189,6,yes,17,3,3,1,9,3,2,4,3,1,2
41,no,travel_rarely,642,research & development,1,3,life sciences,4,male,76,3,1,research scientist,4,married,2782,21412,3,no,22,4,1,1,12,3,3,5,3,1,0
47,no,non-travel,1162,research & development,1,1,medical,3,female,98,3,3,research director,2,married,11957,17231,0,no,18,3,1,2,14,3,1,13,8,5,12
35,no,travel_rarely,1490,research & development,11,4,medical,4,male,43,3,1,laboratory technician,3,married,2660,20232,7,yes,11,3,3,1,5,3,3,2,2,2,2
22,no,travel_rarely,581,research & development,1,2,life sciences,4,male,63,3,1,research scientist,3,single,3375,17624,0,no,12,3,4,0,4,2,4,3,2,1,2
